2026-08-01 15:37:11 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 19:50:29 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 19:51:29 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 19:52:29 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 19:53:29 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 19:54:29 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 19:55:29 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 19:56:29 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 19:57:29 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 19:58:29 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 19:59:29 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:00:29 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:01:29 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:02:29 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:03:30 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:04:30 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:05:30 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:06:30 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:07:30 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:08:30 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:09:30 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:10:30 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:11:30 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:12:30 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:13:30 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:14:30 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:15:30 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:16:30 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:17:31 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:18:31 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:19:31 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:20:31 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:21:31 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:22:31 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:23:31 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:24:31 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:25:31 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:26:31 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:27:31 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:28:31 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:29:31 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:30:31 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:31:31 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:32:32 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:33:32 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:34:32 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:35:32 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:36:32 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:37:32 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:38:32 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:39:32 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:40:32 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:41:32 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:42:32 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:43:32 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:44:32 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:45:32 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:46:32 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:47:33 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:48:33 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:49:33 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:50:33 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:51:33 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:52:33 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:53:33 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:54:33 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:55:33 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:56:33 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:57:33 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:58:33 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 20:59:33 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:00:33 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:01:34 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:02:34 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:03:34 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:04:34 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:05:34 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:06:34 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:07:34 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:08:34 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:09:34 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:10:34 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:11:34 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:12:34 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:13:34 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:14:34 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:15:34 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:16:34 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:17:35 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:18:35 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:19:35 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:20:35 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:21:35 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:22:35 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:23:35 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:24:35 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:25:35 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:26:35 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:27:35 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:28:35 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:29:35 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:30:35 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:31:35 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:32:36 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:33:36 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:34:36 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:35:36 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:36:36 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:37:36 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:38:36 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:39:36 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:40:36 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:41:36 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:42:36 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:43:36 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:44:36 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:45:36 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:46:36 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:47:37 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:48:37 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:49:37 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:50:37 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:51:37 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:52:37 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:53:37 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:54:37 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:55:37 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:56:37 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:57:37 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:58:37 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 21:59:37 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 22:00:37 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 22:01:38 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 22:02:38 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 22:03:38 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 22:04:38 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 22:05:38 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 22:06:38 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 22:07:38 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 22:08:38 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 22:09:38 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 22:10:38 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 22:11:38 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 22:12:38 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 22:13:38 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 22:14:38 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 22:15:38 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 22:16:39 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 22:17:39 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 22:18:39 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 22:19:39 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 22:20:39 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 22:21:39 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 22:22:39 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 22:23:39 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 22:24:39 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 22:25:39 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 22:26:39 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 22:27:39 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 22:28:39 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 22:29:39 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 22:30:39 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 22:31:40 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 22:32:40 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 22:33:40 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 22:34:40 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 22:35:40 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 22:36:40 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
2026-08-01 22:37:40 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
